-0.2, 0.1, 2.1, -1.3, -2.8, 6.0, 2.2, 0.2, -3.6, -1.4, 3.5, -1.8, -1.4, -2.2, 6.0, 0.8, 1.8, -6.0
parameter ends

state | action | reward
[2.47] | 2 | -0.5
1.9966772691880392 | 2 | -0.5
1.8005632179290731 | 2 | -0.5
1.6737479953613035 | 0 | 5.0
1.6926792792413454 | 0 | 5.0
1.7558135309598455 | 2 | -0.5
1.712935403783243 | 0 | 5.0
1.7340006350026198 | 0 | 5.0
1.736444663139238 | 0 | 5.0
1.747334626606958 | 0 | 5.0
1.7871697248683929 | 0 | 5.0
1.7994214361421383 | 2 | -0.5
1.7756596005499068 | 1 | -0.5
1.8110263008547962 | 2 | -0.5
1.8335890506049053 | 1 | -0.5
1.8199608147121147 | 2 | -0.5
1.8077219501947763 | 1 | -0.5
1.8666436844736616 | 2 | -0.5
1.844581606248742 | 1 | -0.5
1.8404965771138257 | 1 | -0.5
1.9574600149746182 | 2 | -0.5
1.875881397577433 | 1 | -0.5
1.9101440959122844 | 2 | -0.5
1.8851162946992952 | 1 | -0.5
1.9393497732966936 | 2 | -0.5
1.8761079791509552 | 1 | -0.5
2.007702844273853 | 2 | -0.5
1.9016311999227618 | 1 | -0.5
2.0093342748185896 | 2 | -0.5
1.9167793483582745 | 1 | -0.5
2.0967197417905563 | 2 | -0.5
1.9402107923863092 | 1 | -0.5
2.0737652275791394 | 1 | -0.5
2.227536489725492 | 2 | -0.5
2.0559693302611413 | 1 | -0.5
2.2579125797558293 | 1 | -0.5
2.5685290218502486 | 2 | -0.5
2.3389703587052026 | 1 | -0.5
2.6899063529384755 | 2 | -0.5
2.3931482737571077 | 1 | -0.5
2.791945412658046 | 2 | -0.5
2.4715108405888477 | 1 | -0.5
2.864621175073451 | 2 | -0.5
2.5160688773217497 | 1 | -0.5
3.0587707742783703 | 2 | -0.5
2.5525605098269053 | 1 | -0.5
3.057745068136847 | 2 | -0.5
2.66668207293774 | 1 | -0.5
3.29029074053317 | 2 | -0.5
2.8248587330349753 | 1 | -0.5
3.336268704352946 | 1 | -0.5
3.3601247402573526 | 2 | -0.5
3.439993734769053 | 1 | -0.5
3.297034746516315 | 0 | 5.0
3.1028930479461017 | 0 | 5.0
3.033707045553543 | 0 | 5.0
2.883939307500562 | 1 | -0.5
2.596951822715486 | 0 | 5.0
2.5495584977446915 | 0 | 5.0
2.4389748456311757 | 0 | 5.0
2.3524709538986404 | 0 | 5.0
2.2704310918576343 | 0 | 5.0
2.187135781930548 | 0 | 5.0
2.1480466810189283 | 0 | 5.0
2.1219863943059987 | 0 | 5.0
2.020737154788649 | 0 | 5.0
1.9137929298703749 | 0 | 5.0
1.8251054754595109 | 0 | 5.0
1.798834783570911 | 1 | -0.5
1.6111464826224908 | 0 | 5.0
1.5730063174311577 | 0 | 5.0
1.5135973334827815 | 0 | 5.0
1.5122277045019255 | 0 | 5.0
1.4704621839437262 | 0 | 5.0
1.4340660110138173 | 1 | -0.5
1.3833329572966324 | 0 | 5.0
1.4084349005685 | 0 | 5.0
1.3999255562541155 | 0 | 5.0
1.4118660805067402 | 0 | 5.0
1.3989304538493685 | 0 | 5.0
1.3985633158284136 | 1 | -0.5
1.4370528802918376 | 2 | -0.5
1.4172649748600976 | 2 | -0.5
1.460918271185956 | 1 | -0.5
1.4454565150507415 | 2 | -0.5
1.44744379800963 | 1 | -0.5
1.395853153610792 | 2 | -0.5
1.4247955860781565 | 1 | -0.5
1.381619694066582 | 2 | -0.5
1.4524970671761668 | 1 | -0.5
1.4027408687053693 | 2 | -0.5
1.3831492500581646 | 1 | -0.5
1.388820257692173 | 2 | -0.5
1.4016074862910322 | 1 | -0.5
1.4083246957009548 | 2 | -0.5
1.4047864959326093 | 2 | -0.5
1.467876403953729 | 1 | -0.5
1.3419909424325691 | 2 | -0.5
1.4649575708309104 | 1 | -0.5
1.3416293858589197 | 2 | -0.5
1.4329029123288168 | 1 | -0.5
1.3277804799046917 | 2 | -0.5
1.3918639431748647 | 2 | -0.5
1.516694210503219 | 1 | -0.5
1.304229042462805 | 2 | -0.5
1.4165017592050424 | 1 | -0.5
1.2378566684014194 | 2 | -0.5
1.360216401740928 | 2 | -0.5
1.521636529304545 | 1 | -0.5
1.3066105546724571 | 2 | -0.5
1.458758879530182 | 1 | -0.5
1.2526063920401247 | 2 | -0.5
1.4196098100687649 | 1 | -0.5
1.1925296589323091 | 2 | -0.5
1.3583169467665126 | 2 | -0.5
1.6992382029350321 | 1 | -0.5
1.3343138437553488 | 2 | -0.5
1.697144112557007 | 1 | -0.5
1.225123460687684 | 2 | -0.5
1.5773504654504784 | 1 | -0.5
1.1057286126708175 | 2 | -0.5
1.4428434313528982 | 1 | -0.5
1.010089800966174 | 2 | -0.5
1.284838195106745 | 1 | -0.5
0.9321398424934157 | 2 | -0.5
1.0892638186003287 | 1 | -0.5
0.7994859262286147 | 2 | -0.5
1.007162664722287 | 0 | 5.0
0.6911301117390293 | 2 | -0.5
0.8750791598690093 | 0 | 5.0
0.5811475036342906 | 0 | 5.0
0.6907820317520076 | 0 | 5.0
0.7917475828967837 | 0 | 5.0
0.8661289500737706 | 0 | 5.0
0.9432559233757755 | 0 | 5.0
1.0078197739794246 | 0 | 5.0
1.0864152273090522 | 2 | -0.5
1.0449268768774285 | 0 | 5.0
1.1015617092583818 | 0 | 5.0
1.130411342129274 | 0 | 5.0
1.1255097670584304 | 0 | 5.0
1.197487422835184 | 0 | 5.0
1.2343167746552017 | 0 | 5.0
1.2685971331127524 | 0 | 5.0
1.329920988417292 | 0 | 5.0
