-2.4, 1.4, -2.3, 0.3, -2.3, 4.6, 4.4, -1.1, -0.8, -4.1, -4.1, 1.8, -4.2, -2.6, 5.3, -2.5, 0.9, -1.5
parameter ends

state | action | reward
[3.5] | 2 | -0.5
2.3118879072366854 | 2 | -0.5
1.8753310125976856 | 2 | -0.5
2.181897805941162 | 2 | -0.5
2.8758621217438285 | 2 | -0.5
4.291467554921086 | 2 | -0.5
9.472800543752143 | 0 | 5.0
8.802652107520114 | 0 | 5.0
10.45637867894234 | 0 | 5.0
7.378547073336574 | 0 | 5.0
6.571427650417579 | 0 | 5.0
5.223848858086539 | 0 | 5.0
3.7193069186157066 | 0 | 5.0
1.3199040176352055 | 0 | 5.0
1.3494819448166504 | 0 | 5.0
1.3869255083380951 | 0 | 5.0
1.353979168895989 | 0 | 5.0
1.4022704755410882 | 0 | 5.0
1.3569942992401587 | 0 | 5.0
1.3735655945310232 | 0 | 5.0
1.3934244423572333 | 0 | 5.0
1.375732143231615 | 0 | 5.0
1.3503373688364235 | 0 | 5.0
1.3683665198887034 | 0 | 5.0
1.3205742110606373 | 0 | 5.0
1.3261157179991254 | 0 | 5.0
1.2828914910217957 | 0 | 5.0
1.310429199364739 | 0 | 5.0
1.2786224914562694 | 0 | 5.0
1.2766018654667657 | 0 | 5.0
1.246076292681552 | 0 | 5.0
1.2305806267942105 | 0 | 5.0
1.2141714378298507 | 0 | 5.0
1.1832837652256254 | 0 | 5.0
1.1520931357830373 | 0 | 5.0
1.1432172829398395 | 0 | 5.0
1.1272098149093235 | 0 | 5.0
1.1056736369461 | 0 | 5.0
1.0676567126576895 | 0 | 5.0
1.0874305980756545 | 0 | 5.0
1.0410170367718128 | 0 | 5.0
1.0395181310750188 | 0 | 5.0
0.9927890126710621 | 0 | 5.0
0.9597730023810241 | 0 | 5.0
0.9777767356736602 | 0 | 5.0
0.9590240632097078 | 0 | 5.0
0.9426566372953286 | 0 | 5.0
0.9492750268255639 | 0 | 5.0
0.8978056369199081 | 0 | 5.0
0.9408203978614252 | 0 | 5.0
0.9567082420129587 | 0 | 5.0
0.9098432299464035 | 0 | 5.0
0.8660322011289017 | 0 | 5.0
0.8999415930768776 | 2 | -0.5
0.9263763975581119 | 2 | -0.5
1.0183007587945634 | 2 | -0.5
1.1091487229073302 | 2 | -0.5
1.371615230142435 | 2 | -0.5
2.0771536119562426 | 2 | -0.5
3.867198977129523 | 2 | -0.5
11.091378714184575 | 2 | -0.5
11.260579769745434 | 2 | -0.5
6.514798840837125 | 2 | -0.5
4.525260285550114 | 2 | -0.5
3.449082203482965 | 2 | -0.5
2.99737592826746 | 2 | -0.5
2.708206854170031 | 2 | -0.5
2.545715178586847 | 2 | -0.5
2.515128447525665 | 0 | 5.0
2.538141088171599 | 0 | 5.0
2.5181279310396083 | 0 | 5.0
2.5072078906385946 | 0 | 5.0
2.5166126535432927 | 0 | 5.0
2.4937469394251774 | 0 | 5.0
2.518728060008886 | 0 | 5.0
2.550685418250559 | 0 | 5.0
2.506158695700197 | 0 | 5.0
2.552524963415861 | 0 | 5.0
2.556753277483453 | 0 | 5.0
2.55788256183837 | 0 | 5.0
2.5739054743166436 | 0 | -200.0
[6.81] | 2 | -0.5
3.5826199495154865 | 2 | -0.5
2.6219083126895892 | 2 | -0.5
2.24447867954594 | 2 | -0.5
1.9726508828296774 | 2 | -0.5
1.7900382500735512 | 2 | -0.5
1.6792086496130534 | 2 | -0.5
1.7243532492296567 | 2 | -0.5
1.7720816987216255 | 2 | -0.5
1.8818035393254837 | 2 | -0.5
2.2256119317491256 | 2 | -0.5
2.6743880078531435 | 2 | -0.5
2.462006712365044 | 2 | -0.5
2.2780856784273116 | 2 | -0.5
2.226120224935745 | 2 | -0.5
2.273887262533216 | 2 | -0.5
2.322777741804107 | 2 | -0.5
2.603943987113904 | 2 | -0.5
2.933607473831884 | 2 | -0.5
3.5690096308230794 | 2 | -0.5
5.104689937162299 | 2 | -0.5
8.254192038388727 | 2 | -0.5
10.132867672043025 | 2 | -0.5
5.983124938286797 | 2 | -0.5
2.6781267683528833 | 2 | -0.5
1.9070854211498018 | 2 | -0.5
2.1738274873438885 | 2 | -0.5
2.8013999725303025 | 2 | -0.5
3.9258391949124776 | 2 | -0.5
8.248775155916395 | 0 | 5.0
7.976209495668541 | 0 | 5.0
6.646989666993845 | 0 | 5.0
5.951777840717349 | 0 | 5.0
4.286223115518655 | 0 | 5.0
2.597260953408057 | 0 | 5.0
1.5539795781181207 | 0 | 5.0
1.3470483033338845 | 0 | 5.0
1.3910153836660073 | 0 | 5.0
1.3952842832164238 | 0 | 5.0
1.4399499672424367 | 0 | 5.0
1.4864038172413392 | 0 | 5.0
1.563959155217111 | 0 | 5.0
1.5477846686378054 | 0 | 5.0
1.593343478302784 | 0 | 5.0
1.64413732937309 | 2 | -0.5
1.6279445152180174 | 2 | -0.5
1.6352648432633108 | 2 | -0.5
1.8101584707382403 | 2 | -0.5
1.990497632266204 | 2 | -0.5
6.1799995120794335 | 2 | -0.5
5.367242293088436 | 2 | -0.5
4.991085229239095 | 2 | -0.5
4.798663537695132 | 2 | -0.5
4.854448466670769 | 2 | -0.5
5.06653390950281 | 2 | -0.5
3.3369881078544474 | 2 | -0.5
2.469241834858234 | 2 | -0.5
2.106449967552893 | 2 | -0.5
1.8979473068462969 | 2 | -0.5
1.8098475318969705 | 2 | -0.5
1.8008123701493803 | 2 | -0.5
1.8395179696590152 | 2 | -0.5
1.9537354487290088 | 2 | -0.5
2.2176493293021293 | 2 | -0.5
2.5897306011877514 | 2 | -0.5
3.3708463049783237 | 2 | -0.5
5.221301465774596 | 2 | -0.5
7.137835433583914 | 2 | -0.5
7.064659361759004 | 2 | -0.5
7.275881060752897 | 2 | -0.5
3.5301303000195494 | 2 | -0.5
2.591098075515199 | 2 | -0.5
2.119888112988999 | 2 | -0.5
1.843360343090884 | 2 | -0.5
1.6597547021889862 | 2 | -0.5
1.5489238327037185 | 0 | 5.0
1.57502821883576 | 2 | -0.5
1.64455307915763 | 2 | -0.5
1.6828936365527092 | 2 | -0.5
1.7308644892007237 | 2 | -0.5
1.9231896584773087 | 2 | -0.5
2.1898786641906893 | 2 | -0.5
5.888823097874233 | 2 | -0.5
5.344072316028848 | 2 | -0.5
5.0305041696854005 | 2 | -0.5
4.954460476666457 | 2 | -0.5
5.110207867074546 | 2 | -0.5
3.628593163680331 | 2 | -0.5
2.7436323139756436 | 2 | -0.5
2.2788846953676267 | 2 | -0.5
2.0052214984034262 | 2 | -0.5
1.8615825497314609 | 2 | -0.5
1.7491532522695301 | 2 | -0.5
1.7508614579137771 | 2 | -0.5
1.7836199420645893 | 2 | -0.5
1.927417604370524 | 2 | -0.5
2.15363886910839 | 2 | -0.5
2.5164553788443214 | 2 | -0.5
3.230854141257795 | 2 | -0.5
4.264283083230009 | 2 | -0.5
7.044521997423198 | 2 | -0.5
6.929943728340712 | 2 | -0.5
7.1183801634057104 | 2 | -0.5
4.035082557772577 | 2 | -0.5
2.993859414866054 | 2 | -0.5
2.4425744228918127 | 2 | -0.5
2.083796840565587 | 2 | -0.5
1.9206112565940592 | 2 | -0.5
1.8612128188387147 | 2 | -0.5
1.7568753006786861 | 0 | 5.0
1.8162801277912766 | 0 | 5.0
1.813673920468859 | 2 | -0.5
1.824532146396597 | 2 | -0.5
2.007905078212083 | 2 | -0.5
2.242509858241844 | 2 | -0.5
2.628669689299087 | 2 | -0.5
6.196424222318393 | 2 | -0.5
5.7367726778582515 | 2 | -0.5
5.495404106891656 | 2 | -0.5
5.486734833822117 | 2 | -0.5
5.192416013793445 | 2 | -0.5
3.2106651445665175 | 2 | -0.5
2.5181254821286463 | 2 | -0.5
2.0782809828934683 | 2 | -0.5
1.768233443284156 | 2 | -0.5
1.7252835951241399 | 2 | -0.5
1.5996838204835027 | 2 | -0.5
1.6072593581589008 | 2 | -0.5
1.661329356899318 | 2 | -0.5
1.7131925292710928 | 2 | -0.5
1.9244253581456472 | 2 | -0.5
2.2485778063085107 | 2 | -0.5
2.85256061680797 | 2 | -0.5
4.774913056329977 | 2 | -0.5
6.497465837144727 | 2 | -0.5
6.508424979849373 | 2 | -0.5
6.699314992328288 | 2 | -0.5
3.217303605845662 | 2 | -0.5
2.5877707462541517 | 2 | -0.5
2.1400375287665625 | 2 | -0.5
1.8750174566095688 | 2 | -0.5
1.7684056084505888 | 2 | -0.5
1.786215182281597 | 2 | -0.5
1.8143587823232061 | 2 | -0.5
1.9484743050866977 | 2 | -0.5
2.1877078175239593 | 2 | -0.5
2.452134229840195 | 2 | -0.5
6.276756497672646 | 2 | -0.5
5.749356216555032 | 2 | -0.5
5.468917369115873 | 2 | -0.5
5.398240628534248 | 2 | -0.5
5.541820021735933 | 2 | -0.5
3.150055966995222 | 2 | -0.5
2.381035233380115 | 2 | -0.5
2.0037892144404927 | 2 | -0.5
1.8068925734639993 | 2 | -0.5
1.6381884804337015 | 2 | -0.5
1.5627289940398061 | 2 | -0.5
1.5653622062521684 | 2 | -0.5
1.6293872498846549 | 2 | -0.5
1.7566598587156859 | 2 | -0.5
1.926507860055387 | 2 | -0.5
2.3663029800742326 | 2 | -0.5
3.044924828844006 | 2 | -0.5
4.979233038981178 | 2 | -0.5
6.5276248971152 | 2 | -0.5
6.4972005730764355 | 2 | -0.5
6.712513140006673 | 2 | -0.5
3.8226450784094546 | 2 | -0.5
2.791129317580746 | 2 | -0.5
2.2998359930112264 | 2 | -0.5
2.0822676083385803 | 2 | -0.5
1.8696569270923367 | 2 | -0.5
1.8199524471109385 | 2 | -0.5
1.7923512253322929 | 2 | -0.5
1.934572867843899 | 2 | -0.5
2.0665765834429393 | 2 | -0.5
2.340135080487563 | 2 | -0.5
2.7857346152769615 | 2 | -0.5
5.946845590454165 | 2 | -0.5
5.600283827335147 | 2 | -0.5
5.4228046527257545 | 2 | -0.5
5.3890862714746275 | 2 | -0.5
4.81564991545005 | 2 | -0.5
3.0967303613421184 | 2 | -0.5
2.3764806917983963 | 2 | -0.5
1.9838180986684335 | 2 | -0.5
1.7632660094385322 | 2 | -0.5
1.663434024231907 | 2 | -0.5
1.6575765072592183 | 2 | -0.5
1.6542846706685543 | 2 | -0.5
1.722062149318826 | 2 | -0.5
1.8713016100684114 | 2 | -0.5
2.07706686207688 | 2 | -0.5
2.566854392143915 | 2 | -0.5
3.3116153380279534 | 2 | -0.5
5.42998642551453 | 2 | -0.5
6.437983320323525 | 2 | -0.5
6.472225859040021 | 2 | -0.5
6.687481840119245 | 2 | -0.5
3.1666767724019165 | 2 | -0.5
2.3455394680742887 | 2 | -0.5
2.052835367865746 | 2 | -0.5
1.7937876473453649 | 2 | -0.5
1.725470249504914 | 2 | -0.5
1.6893113080211783 | 2 | -0.5
1.6903110307463354 | 2 | -0.5
1.8025777836628263 | 2 | -0.5
1.966613019523678 | 2 | -0.5
2.2494666212602143 | 2 | -0.5
2.6775244296097855 | 2 | -0.5
6.135304106470982 | 2 | -0.5
5.679350834659371 | 2 | -0.5
5.512515637593176 | 2 | -0.5
5.5560985001865255 | 2 | -0.5
4.3028904274981 | 2 | -0.5
2.9571451478652566 | 2 | -0.5
2.263433367200173 | 2 | -0.5
1.915371010901322 | 2 | -0.5
1.7655907562252755 | 2 | -0.5
1.6753116404263655 | 2 | -0.5
1.666162777085719 | 2 | -0.5
1.7017943060212264 | 2 | -0.5
1.835964494210843 | 2 | -0.5
2.0536312589049426 | 2 | -0.5
2.4419935195641362 | 2 | -0.5
3.1779441587959534 | 2 | -0.5
5.106129260834816 | 2 | -0.5
6.418215769462768 | 2 | -0.5
6.385728501491718 | 2 | -0.5
6.811237385219202 | 2 | -0.5
3.0966306782753827 | 2 | -0.5
2.5249601171540177 | 2 | -0.5
2.0795462449053974 | 2 | -0.5
1.8651276672951669 | 2 | -0.5
1.8093075560516871 | 2 | -0.5
1.765884024260216 | 2 | -0.5
1.8365125601512238 | 2 | -0.5
1.996325412577085 | 2 | -0.5
2.212374226013197 | 2 | -0.5
2.6428570734230052 | 2 | -0.5
6.335580174663023 | 2 | -0.5
5.739660338326352 | 2 | -0.5
5.571905281231138 | 2 | -0.5
5.545850905797833 | 2 | -0.5
5.674548303008898 | 2 | -0.5
3.484989851815151 | 2 | -0.5
2.7130194134522982 | 2 | -0.5
2.2835562530223914 | 2 | -0.5
2.0172099940637467 | 2 | -0.5
1.85016409524653 | 2 | -0.5
1.7626571754320302 | 2 | -0.5
1.7227404969644535 | 2 | -0.5
1.8199177969702904 | 2 | -0.5
1.9153028061586401 | 2 | -0.5
2.18538975130017 | 2 | -0.5
2.500763438033012 | 2 | -0.5
3.339125518609395 | 2 | -0.5
5.189038943463644 | 2 | -0.5
6.4406633927015795 | 2 | -0.5
6.435326235143639 | 2 | -0.5
6.639223779179319 | 2 | -0.5
3.2048141884790624 | 2 | -0.5
2.423722909006312 | 2 | -0.5
2.0544634377649706 | 2 | -0.5
1.8555375463444368 | 2 | -0.5
1.673337459659328 | 2 | -0.5
1.6261290914172555 | 2 | -0.5
1.634209808002462 | 2 | -0.5
1.7259339584827311 | 2 | -0.5
1.8102742840342734 | 2 | -0.5
1.9481039876834263 | 2 | -0.5
2.2641182486503957 | 2 | -0.5
2.8325655856110834 | 2 | -0.5
5.992228288307509 | 2 | -0.5
5.694580641973383 | 2 | -0.5
5.6397528372389125 | 2 | -0.5
5.8221508480837425 | 2 | -0.5
3.9124559373322128 | 2 | -0.5
2.796546755193279 | 2 | -0.5
2.3586761412527513 | 2 | -0.5
2.026026506133502 | 2 | -0.5
1.9028236473218012 | 2 | -0.5
1.8726705729531805 | 2 | -0.5
1.8922249110740046 | 2 | -0.5
2.0003139587242504 | 2 | -0.5
2.2340689315801137 | 2 | -0.5
2.611757083423872 | 2 | -0.5
3.1428592374149718 | 2 | -0.5
4.438535204935461 | 2 | -0.5
6.392395369542162 | 2 | -0.5
6.246469526000194 | 2 | -0.5
6.359403597101038 | 2 | -0.5
6.741390558315979 | 2 | -0.5
2.6973954840187475 | 2 | -0.5
2.023012888926939 | 2 | -0.5
1.734181175823456 | 2 | -0.5
1.6300775584921474 | 2 | -0.5
1.531898876980174 | 2 | -0.5
1.5164813177715222 | 2 | -0.5
1.5759316753875554 | 2 | -0.5
1.667805265330001 | 2 | -0.5
1.744290031698627 | 2 | -0.5
2.041377736996917 | 2 | -0.5
2.4360866264702334 | 2 | -0.5
6.1626938692177555 | 2 | -0.5
5.684962951340375 | 2 | -0.5
5.55541463097766 | 2 | -0.5
5.607883971137273 | 2 | -0.5
5.0527808460865415 | 2 | -0.5
3.3947627247449947 | 2 | -0.5
2.5478485152193553 | 2 | -0.5
